"GRANT NUMBER","BUDGET ENTITY","HEAD OF ACCOUNT","HEAD DESCRIPTION","HEAD DESCRIPTION ASSAMESE","Major Head","Sub-Major Head","Minor Head","Sub-Minor Head","Detailed Head","Object Head","Voucher Head","Scheme","Area","Voted_Charged","Actuals_2016_17","Budget_Estimates_2017_18","Revised_Estimates_2017_18","Budget_Estimates_2018_19"
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-03-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Electricity and Water Charge","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$বিদ্যুৎ আৰু পানীৰ মাচুল","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Electricity and Water Charge","Establishmet Expenditure","General Area","Voted",0,11.8,11.8,12
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-05-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Stationery and Printing of Forms","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$লেখন সামগ্ৰী আৰু প্ৰপত্ৰৰ মুদ্ৰণ","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Stationery and Printing of Forms","Establishmet Expenditure","General Area","Voted",0,0.5,0.5,1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-06-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Furniture","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$আচ-বাব","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Furniture","Establishmet Expenditure","General Area","Voted",0,0,0,5
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-07-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Liveries","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$পোছাকি ভাট্টা","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Liveries","Establishmet Expenditure","General Area","Voted",0,1.2,1.2,1.3
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-08-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Maintenance of Vehicles","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$কৰ্মচাৰীৰ ব্যৱহৃত যান-বাহন ক্ৰয় আৰু মেৰামতি","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Maintenance of Vehicles","Establishmet Expenditure","General Area","Voted",0,0.3,0.3,2
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-09-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Petrol, Oil and Lubricants (POL)","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$পেট্ৰল, তেল আদি","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Petrol, Oil and Lubricants (POL)","Establishmet Expenditure","General Area","Voted",0,0.6,0.6,1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-10-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Books and Periodicals","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$পুথি আৰু সাময়িক পত্ৰিকা","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Books and Periodicals","Establishmet Expenditure","General Area","Voted",0,0.8,0.8,1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-04-11-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Office Expenses$Refreshment Expenses","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$লঘু আহাৰৰ ব্যয়","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Office Expenses","Refreshment Expenses","Establishmet Expenditure","General Area","Voted",0,0.48,0.48,0.5
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-06-01-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Rents, Rates & Taxes / Royalty$Rents for Hired Building","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$ভাড়া, নিৰিখ আৰু কৰ/ ৰয়েল্টি$ঘৰ ভাড়াৰ নিৰিখ","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Rents, Rates & Taxes / Royalty","Rents for Hired Building","Establishmet Expenditure","General Area","Voted",0,1.1,1.1,1.1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-06-02-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Rents, Rates & Taxes / Royalty$Rates &Taxes","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$ভাড়া, নিৰিখ আৰু কৰ/ ৰয়েল্টি$ভাড়া আৰু কৰ","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Rents, Rates & Taxes / Royalty","Rates &Taxes","Establishmet Expenditure","General Area","Voted",0,0.65,0.65,1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0185-000-11-02-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Legal aid to the Poor$NULL$Hospitality Expenses / Sumptuary Allowances etc$Sumptuary Allowance","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$ আতিথ্য ব্যয় / ব্যয় নিয়ন্ত্ৰক ভাট্টা$ব্যয় সংকোচন ভাত্তা","Administration of Justice","NULL","Other Expenditure","Legal aid to the Poor","NULL","Hospitality Expenses / Sumptuary Allowances etc","Sumptuary Allowance","Establishmet Expenditure","General Area","Voted",0,0,0,0.5
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0311-000-01-04-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Law Commission$NULL$Salaries$Other Allowance","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$দৰমহা$অন্যান্য অধিেদয় ভাত্তা","Administration of Justice","NULL","Other Expenditure","Law Commission","NULL","Salaries","Other Allowance","Establishmet Expenditure","General Area","Voted",0,0.5,0.5,0
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0311-000-01-13-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Law Commission$NULL$Salaries$Pay Revision Arrear","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$দৰমহা$সংশোধিত দৰমহাৰ বকেয়া","Administration of Justice","NULL","Other Expenditure","Law Commission","NULL","Salaries","Pay Revision Arrear","Establishmet Expenditure","General Area","Voted",0,0.1,0.1,0
"3 - Administration of justice","Legislative Department (D)","2041-00-800-3880-000-01-03-EE-GA-V","Taxes on Vehicles$NULL$Other Expenditure$Motor Accident Claim$NULL$Salaries$Interim Relief","যান বাহনৰ ওপৰত কৰ$NULL$অন্যান্য ব্যয়$NULL$NULL$দৰমহা$অন্তৱৰ্তীকালীন সাহায্য","Taxes on Vehicles","NULL","Other Expenditure","Motor Accident Claim","NULL","Salaries","Interim Relief","Establishmet Expenditure","General Area","Voted",0,0,24,0
"3 - Administration of justice","Legislative Department (D)","2014-00-800-6864-000-26-14-TG-FFC-GA-V","Administration of Justice$NULL$Other Expenditure$Upgradation of Standard of Administration-14th Finance Commission$NULL$Other Charges$Normal","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$$$অন্যান্য মাচুল$সাধাৰণ","Administration of Justice","NULL","Other Expenditure","Upgradation of Standard of Administration-14th Finance Commission","NULL","Other Charges","Normal","Transfer Grants to Finance Commission Grants","General Area","Voted",0,2442,2442,0
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-17-01-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Maintenance$Departmental Building","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$ৰক্ষণাবেক্ষণ$বিভাগীয় গৃহ","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Maintenance","Departmental Building","Establishmet Expenditure","General Area","Voted",0,0,0,5
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-05-03-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Payment for Professional and Special Services$Consultancy Fees","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$বৃত্তিগত আৰু বিশেষ সেৱাসমূহৰ বাবে পৰিশোধ$পৰামৰ্শদাতাৰ মাছুল","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Payment for Professional and Special Services","Consultancy Fees","Establishmet Expenditure","General Area","Voted",0,0,0,0.5
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-05-01-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Payment for Professional and Special Services$Remuneration for Professional Services","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$বৃত্তিগত আৰু বিশেষ সেৱাসমূহৰ বাবে পৰিশোধ$বৃত্তিগত সেৱাৰ বানচ","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Payment for Professional and Special Services","Remuneration for Professional Services","Establishmet Expenditure","General Area","Voted",0,0,0,1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-04-04-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Office Expenses$Office Equipments including Computers & Accessories","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$কম্পিউটাৰ আৰু সা-সঁজুলিকে ধৰি কাৰ্যালয়ৰ সঁজুলি","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Office Expenses","Office Equipments including Computers & Accessories","Establishmet Expenditure","General Area","Voted",0,0,0,1
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-04-03-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Office Expenses$Electricity and Water Charge","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$বিদ্যুৎ আৰু পানীৰ মাচুল","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Office Expenses","Electricity and Water Charge","Establishmet Expenditure","General Area","Voted",0,0,0,1.5
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-04-02-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Office Expenses$Telephone Charge","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$কাৰ্য্যালয় ব্যয়$টেলিফোন মাচুল","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Office Expenses","Telephone Charge","Establishmet Expenditure","General Area","Voted",0,0,0,0.15
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0312-000-01-16-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Translation of Central Laws$NULL$Salaries$Fixed Pay","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$দৰমহা$নিৰ্দ্ধাৰিত দৰমহা","Administration of Justice","NULL","Other Expenditure","Translation of Central Laws","NULL","Salaries","Fixed Pay","Establishmet Expenditure","General Area","Voted",0,0,0,7.2
"3 - Administration of justice","Legislative Department (D)","2014-00-800-0311-000-17-01-EE-GA-V","Administration of Justice$NULL$Other Expenditure$Law Commission$NULL$Maintenance$Departmental Building","ন্যায় প্ৰশাসন$NULL$অন্যান্য ব্যয়$NULL$NULL$ৰক্ষণাবেক্ষণ$বিভাগীয় গৃহ","Administration of Justice","NULL","Other Expenditure","Law Commission","NULL","Maintenance","Departmental Building","Establishmet Expenditure","General Area","Voted",0,0,0,2
